ID,Prob1
345, 0.26
346, 0.26
347, 0.26
348, 0.26
349, 0.26
350, 0.26
351, 0.26
352, 0.26
353, 0.26
354, 0.28
355, 0.26
356, 0.47
357, 0.47
358, 0.26
359, 0.26
360, 0.47
361, 0.47
362, 0.26
363, 0.47
364, 0.47
365, 0.47
366, 0.47
367, 0.26
368, 0.32
369, 0.47
370, 0.26
371, 0.26
372, 0.27
373, 0.26
374, 0.47
375, 0.47
376, 0.47
377, 0.26
378, 0.26
379, 0.47
380, 0.47
381, 0.26
382, 0.26
383, 0.26
384, 0.47
385, 0.26
386, 0.47
387, 0.26
388, 0.26
389, 0.47
390, 0.26
391, 0.26
392, 0.26
393, 0.47
394, 0.47
395, 0.26
396, 0.26
397, 0.47
398, 0.26
399, 0.26
400, 0.26
401, 0.43
402, 0.47
403, 0.26
404, 0.26
405, 0.26
406, 0.26
407, 0.26
408, 0.26
409, 0.47
410, 0.26
411, 0.26
412, 0.26
413, 0.47
414, 0.32
415, 0.47
416, 0.32
417, 0.26
418, 0.26
419, 0.26
420, 0.47
421, 0.47
422, 0.32
423, 0.47
424, 0.26
425, 0.26
426, 0.24
427, 0.26
428, 0.47
429, 0.47
430, 0.26
431, 0.47
432, 0.26
433, 0.26
434, 0.47
435, 0.26
436, 0.47
437, 0.26
438, 0.47
439, 0.26
440, 0.31
441, 0.26
442, 0.26
443, 0.26
444, 0.30
445, 0.26
446, 0.26
447, 0.23
448, 0.26
449, 0.32
450, 0.47
451, 0.23
452, 0.26
453, 0.47
454, 0.26
455, 0.47
456, 0.47
457, 0.26
458, 0.26
459, 0.36
460, 0.26
461, 0.47
462, 0.26
463, 0.47
464, 0.26
465, 0.47
466, 0.32
467, 0.47
468, 0.26
469, 0.26
470, 0.47
471, 0.47
472, 0.26
473, 0.32
474, 0.26
475, 0.47
476, 0.26
477, 0.26
478, 0.47
479, 0.47
480, 0.26
481, 0.26
482, 0.26
483, 0.47
484, 0.47
485, 0.47
486, 0.24
487, 0.47
488, 0.47
489, 0.26
490, 0.26
491, 0.47
492, 0.26
493, 0.26
494, 0.26
495, 0.26
496, 0.26
497, 0.32
498, 0.47
499, 0.26
500, 0.26
501, 0.26
502, 0.47
503, 0.26
504, 0.26
505, 0.47
506, 0.26
507, 0.47
508, 0.47
509, 0.23
510, 0.26
511, 0.26
512, 0.26
513, 0.47
514, 0.26
515, 0.47
516, 0.26
517, 0.47
518, 0.47
519, 0.26
520, 0.26
521, 0.47
522, 0.47
523, 0.26
524, 0.28
525, 0.47
526, 0.47
527, 0.47
528, 0.26
529, 0.26
530, 0.26
531, 0.26
532, 0.47
533, 0.26
534, 0.47
535, 0.26
536, 0.47
537, 0.26
538, 0.23
539, 0.26
540, 0.26
541, 0.47
542, 0.26
543, 0.47
544, 0.26
545, 0.47
546, 0.26
547, 0.26
548, 0.26
549, 0.26
550, 0.47
551, 0.26
552, 0.47
553, 0.47
554, 0.26
555, 0.26
556, 0.47
557, 0.47
558, 0.32
559, 0.47
560, 0.26
561, 0.26
562, 0.26
563, 0.26
564, 0.47
565, 0.26
566, 0.26
567, 0.26
568, 0.47
569, 0.47
570, 0.26
571, 0.47
572, 0.26
573, 0.26
574, 0.47
575, 0.47
576, 0.26
577, 0.32
578, 0.26
579, 0.26
580, 0.26
581, 0.47
582, 0.26
583, 0.24
584, 0.26
585, 0.26
586, 0.26
587, 0.26
588, 0.47
589, 0.26
590, 0.47
591, 0.26
592, 0.26
593, 0.26
594, 0.47
595, 0.26
596, 0.47
597, 0.47
598, 0.47
599, 0.47
600, 0.47
601, 0.26
602, 0.47
603, 0.26
604, 0.47
605, 0.26
606, 0.47
607, 0.26
608, 0.45
609, 0.35
610, 0.47
611, 0.47
612, 0.26
613, 0.26
614, 0.47
615, 0.47
616, 0.47
617, 0.26
618, 0.47
619, 0.26
620, 0.26
621, 0.26
622, 0.47
623, 0.47
624, 0.26
625, 0.26
626, 0.44
627, 0.47
628, 0.23
629, 0.47
630, 0.26
631, 0.26
632, 0.47
633, 0.47
634, 0.47
635, 0.47
636, 0.47
637, 0.47
638, 0.26
639, 0.26
640, 0.26
641, 0.26
642, 0.26
643, 0.47
644, 0.26
645, 0.47
646, 0.47
647, 0.40
648, 0.26
649, 0.47
650, 0.36
651, 0.26
652, 0.47
653, 0.26
654, 0.47
655, 0.32
656, 0.47
657, 0.47
658, 0.26
659, 0.26
660, 0.47
661, 0.26
662, 0.26
663, 0.26
664, 0.32
665, 0.26
666, 0.26
667, 0.26
668, 0.26
669, 0.26
670, 0.26
671, 0.26
672, 0.47
673, 0.47
674, 0.26
675, 0.26
676, 0.47
677, 0.26
678, 0.26
679, 0.47
680, 0.26
681, 0.47
682, 0.26
683, 0.26
684, 0.26
685, 0.47
686, 0.26
687, 0.26
688, 0.26
689, 0.26
690, 0.26
691, 0.47
692, 0.26
693, 0.26
694, 0.26
695, 0.26
696, 0.26
697, 0.26
698, 0.47
699, 0.26
700, 0.47
701, 0.26
702, 0.47
703, 0.47
704, 0.32
705, 0.47
706, 0.47
707, 0.26
708, 0.47
709, 0.47
710, 0.47
711, 0.33
712, 0.26
713, 0.26
714, 0.26
715, 0.47
716, 0.47
717, 0.47
718, 0.47
719, 0.47
720, 0.47
721, 0.26
722, 0.26
723, 0.26
724, 0.26
725, 0.26
726, 0.47
727, 0.26
728, 0.47
729, 0.47
730, 0.26
731, 0.47
732, 0.47
733, 0.26
734, 0.32
735, 0.47
736, 0.32
737, 0.26
738, 0.47
739, 0.47
740, 0.26
741, 0.26
742, 0.47
743, 0.32
744, 0.26
745, 0.45
746, 0.47
747, 0.26
748, 0.32
749, 0.47
750, 0.26
751, 0.47
752, 0.32
753, 0.36
754, 0.47
755, 0.26
756, 0.26
757, 0.47
758, 0.47
759, 0.26
760, 0.47
761, 0.26
762, 0.26
763, 0.47
764, 0.26
765, 0.26
766, 0.47
767, 0.47
768, 0.47
769, 0.26
770, 0.47
771, 0.47
772, 0.47
773, 0.26
774, 0.47
775, 0.47
776, 0.32
777, 0.26
778, 0.26
779, 0.26
780, 0.47
781, 0.27
782, 0.32
783, 0.36
784, 0.47
785, 0.26
786, 0.26
787, 0.26
788, 0.26
789, 0.26
790, 0.32
791, 0.47
792, 0.26
793, 0.47
794, 0.26
795, 0.47
796, 0.26
797, 0.47
798, 0.26
799, 0.26
800, 0.47
801, 0.26
802, 0.47
803, 0.47
804, 0.47
805, 0.47
806, 0.26
807, 0.26
808, 0.47
809, 0.32
810, 0.47
811, 0.47
812, 0.47
813, 0.47
814, 0.26
815, 0.26
816, 0.26
817, 0.26
818, 0.47
819, 0.26
820, 0.47
821, 0.26
822, 0.26
823, 0.26
824, 0.26
825, 0.26
826, 0.26
827, 0.32
828, 0.32
829, 0.26
830, 0.26
831, 0.26
832, 0.47
833, 0.47
834, 0.47
835, 0.47
836, 0.47
837, 0.26
838, 0.26
839, 0.26
840, 0.47
841, 0.47
842, 0.26
843, 0.26
844, 0.47
845, 0.47
846, 0.26
847, 0.47
848, 0.26
849, 0.26
850, 0.47
851, 0.26
852, 0.47
853, 0.47
854, 0.47
855, 0.26
856, 0.26
857, 0.23
858, 0.26
859, 0.26
860, 0.32
861, 0.47
862, 0.26
863, 0.26
864, 0.26
865, 0.26
866, 0.47
867, 0.27
868, 0.26
869, 0.26
870, 0.26
871, 0.26
872, 0.47
873, 0.47
874, 0.26
875, 0.47
876, 0.27
877, 0.47
878, 0.26
879, 0.26
880, 0.47
881, 0.40
882, 0.26
883, 0.26
884, 0.47
885, 0.47
886, 0.26
887, 0.26
888, 0.47
889, 0.47
890, 0.47
891, 0.26
892, 0.23
893, 0.26
894, 0.26
895, 0.47
896, 0.47
897, 0.47
898, 0.47
899, 0.47
900, 0.47
901, 0.26
902, 0.41
903, 0.47
904, 0.47
905, 0.26
906, 0.47
907, 0.47
908, 0.40
909, 0.26
910, 0.26
911, 0.26
912, 0.26
913, 0.32
914, 0.47
915, 0.26
916, 0.26
917, 0.26
918, 0.26
919, 0.26
920, 0.47
921, 0.26
922, 0.47
923, 0.26
924, 0.26
925, 0.26
926, 0.47
927, 0.26
928, 0.26
929, 0.26
930, 0.47
931, 0.26
932, 0.26
933, 0.26
934, 0.47
935, 0.32
936, 0.26
937, 0.47
938, 0.26
939, 0.26
940, 0.47
941, 0.26
942, 0.47
943, 0.26
944, 0.26
945, 0.26
946, 0.47
947, 0.47
948, 0.47
949, 0.26
950, 0.47
951, 0.26
952, 0.47
953, 0.47
954, 0.23
955, 0.47
956, 0.26
957, 0.47
958, 0.26
959, 0.26
960, 0.47
961, 0.26
962, 0.26
963, 0.26
964, 0.47
965, 0.26
966, 0.26
967, 0.26
968, 0.26
969, 0.26
970, 0.47
971, 0.26
972, 0.26
973, 0.26
974, 0.47
975, 0.26
976, 0.26
977, 0.47
978, 0.47
979, 0.47
980, 0.26
981, 0.26
982, 0.26
983, 0.47
984, 0.47
985, 0.26
986, 0.47
987, 0.26
988, 0.26
989, 0.26
990, 0.47
991, 0.26
992, 0.26
993, 0.47
994, 0.25
995, 0.26
996, 0.26
997, 0.26
998, 0.47
999, 0.26
1000, 0.26
1001, 0.26
1002, 0.47
1003, 0.47
1004, 0.36
1005, 0.47
1006, 0.26
1007, 0.26
1008, 0.47
1009, 0.26
1010, 0.26
1011, 0.26
1012, 0.26
1013, 0.47
1014, 0.26
1015, 0.47
1016, 0.26
1017, 0.26
1018, 0.47
1019, 0.47
1020, 0.47
1021, 0.47
1022, 0.32
1023, 0.26
1024, 0.47
1025, 0.26
1026, 0.47
1027, 0.47
1028, 0.26
1029, 0.26
1030, 0.47
1031, 0.47
1032, 0.47
1033, 0.26
1034, 0.26
1035, 0.26
1036, 0.26
1037, 0.47
1038, 0.26
1039, 0.26
1040, 0.47
1041, 0.47
1042, 0.47
1043, 0.26
1044, 0.47
1045, 0.47
1046, 0.47
1047, 0.26
1048, 0.32
1049, 0.26
1050, 0.26
1051, 0.26
1052, 0.26
1053, 0.26
1054, 0.47
1055, 0.26
1056, 0.47
1057, 0.26
1058, 0.32
1059, 0.26
1060, 0.47
1061, 0.26
1062, 0.47
1063, 0.26
1064, 0.30
1065, 0.32
1066, 0.26
1067, 0.26
1068, 0.47
1069, 0.47
1070, 0.26
1071, 0.40
1072, 0.26
1073, 0.47
1074, 0.32
1075, 0.24
1076, 0.26
1077, 0.47
1078, 0.47
1079, 0.47
1080, 0.26
1081, 0.47
1082, 0.47
1083, 0.32
1084, 0.47
1085, 0.26
1086, 0.26
1087, 0.26
1088, 0.47
1089, 0.47
1090, 0.26
1091, 0.26
1092, 0.47
1093, 0.47
1094, 0.26
1095, 0.47
1096, 0.29
1097, 0.26
1098, 0.26
1099, 0.26
1100, 0.26
1101, 0.26
1102, 0.32
1103, 0.26
1104, 0.47
1105, 0.26
1106, 0.26
1107, 0.47
1108, 0.24
1109, 0.46
1110, 0.47
1111, 0.47
1112, 0.26
1113, 0.47
1114, 0.26
1115, 0.47
1116, 0.26
1117, 0.26
1118, 0.47
1119, 0.26
1120, 0.47
1121, 0.47
1122, 0.26
1123, 0.26
1124, 0.26
1125, 0.47
1126, 0.26
1127, 0.26
1128, 0.47
1129, 0.47
1130, 0.26
1131, 0.47
1132, 0.26
1133, 0.26
1134, 0.26
1135, 0.26
1136, 0.47
1137, 0.26
1138, 0.47
1139, 0.23
1140, 0.26
1141, 0.26
1142, 0.47
1143, 0.26
1144, 0.47
1145, 0.47
1146, 0.26
1147, 0.26
1148, 0.47
1149, 0.26
1150, 0.47
1151, 0.26
1152, 0.26
1153, 0.26
1154, 0.26
1155, 0.26
1156, 0.47
1157, 0.26
1158, 0.47
1159, 0.32
1160, 0.32
1161, 0.47
1162, 0.26
1163, 0.26
1164, 0.26
1165, 0.26
1166, 0.47
1167, 0.26
1168, 0.26
1169, 0.47
1170, 0.26
1171, 0.32
1172, 0.26
1173, 0.26
1174, 0.26
1175, 0.47
1176, 0.26
1177, 0.26
1178, 0.47
1179, 0.26
1180, 0.26
1181, 0.47
1182, 0.26
1183, 0.26
1184, 0.26
1185, 0.47
1186, 0.47
1187, 0.26
1188, 0.26
1189, 0.47
1190, 0.47
1191, 0.26
1192, 0.26
1193, 0.26
1194, 0.33
1195, 0.47
1196, 0.26
1197, 0.47
1198, 0.26
1199, 0.47
1200, 0.26
1201, 0.47
1202, 0.26
1203, 0.26
1204, 0.26
1205, 0.26
1206, 0.47
1207, 0.47
1208, 0.26
1209, 0.47
1210, 0.26
1211, 0.26
1212, 0.26
1213, 0.47
1214, 0.32
1215, 0.47
1216, 0.26
1217, 0.26
1218, 0.26
1219, 0.26
1220, 0.26
1221, 0.26
1222, 0.26
1223, 0.26
1224, 0.26
1225, 0.47
1226, 0.26
1227, 0.26
1228, 0.26
1229, 0.47
1230, 0.47
1231, 0.26
1232, 0.26
1233, 0.40
1234, 0.26
1235, 0.26
1236, 0.26
1237, 0.47
1238, 0.47
1239, 0.26
1240, 0.47
1241, 0.26
1242, 0.26
1243, 0.26
1244, 0.26
1245, 0.47
1246, 0.26
1247, 0.26
1248, 0.32
1249, 0.26
1250, 0.26
1251, 0.26
1252, 0.47
1253, 0.47
1254, 0.26
1255, 0.26
1256, 0.26
1257, 0.47
1258, 0.26
1259, 0.26
1260, 0.26
1261, 0.26
1262, 0.26
1263, 0.47
1264, 0.26
1265, 0.26
1266, 0.26
1267, 0.26
1268, 0.26
1269, 0.47
1270, 0.47
1271, 0.47
1272, 0.47
1273, 0.47
1274, 0.47
1275, 0.26
1276, 0.26
1277, 0.47
1278, 0.47
1279, 0.26
1280, 0.26
1281, 0.26
1282, 0.26
1283, 0.47
1284, 0.47
1285, 0.26
1286, 0.26
1287, 0.47
1288, 0.47
1289, 0.26
1290, 0.47
1291, 0.47
1292, 0.26
1293, 0.26
1294, 0.47
1295, 0.47
1296, 0.47
1297, 0.26
1298, 0.26
1299, 0.26
1300, 0.47
1301, 0.47
1302, 0.47
1303, 0.26
1304, 0.26
1305, 0.26
1306, 0.31
1307, 0.26
1308, 0.26
1309, 0.47
1310, 0.26
1311, 0.47
1312, 0.26
1313, 0.26
1314, 0.26
1315, 0.47
1316, 0.47
1317, 0.26
1318, 0.47
1319, 0.26
1320, 0.26
1321, 0.26
1322, 0.26
1323, 0.47
1324, 0.47
1325, 0.47
1326, 0.47
1327, 0.47
1328, 0.26
1329, 0.26
1330, 0.47
1331, 0.47
1332, 0.47
1333, 0.47
1334, 0.26
1335, 0.26
1336, 0.26
1337, 0.40
1338, 0.47
1339, 0.26
1340, 0.26
1341, 0.26
1342, 0.47
1343, 0.26
1344, 0.26
1345, 0.47
1346, 0.47
1347, 0.47
1348, 0.47
1349, 0.26
1350, 0.26
1351, 0.47
1352, 0.47
1353, 0.47
1354, 0.47
1355, 0.47
1356, 0.26
1357, 0.26
1358, 0.26
1359, 0.26
1360, 0.26
1361, 0.47
1362, 0.26
1363, 0.26
1364, 0.26
1365, 0.26
1366, 0.26
1367, 0.26
1368, 0.47
1369, 0.47
1370, 0.47
1371, 0.47
1372, 0.26
1373, 0.47
1374, 0.36
1375, 0.47
1376, 0.47
1377, 0.26
1378, 0.26
1379, 0.26
1380, 0.47
1381, 0.26
1382, 0.47
1383, 0.26
1384, 0.26
1385, 0.26
1386, 0.26
1387, 0.26
1388, 0.32
1389, 0.26
1390, 0.26
1391, 0.32
1392, 0.26
1393, 0.26
1394, 0.26
1395, 0.47
1396, 0.47
1397, 0.26
1398, 0.26
1399, 0.26
1400, 0.26
1401, 0.26
1402, 0.32
1403, 0.26
1404, 0.47
1405, 0.47
1406, 0.47
1407, 0.47
1408, 0.26
1409, 0.26
1410, 0.26
1411, 0.26
1412, 0.26
1413, 0.26
1414, 0.26
1415, 0.26
1416, 0.26
1417, 0.26
1418, 0.47
1419, 0.47
1420, 0.47
1421, 0.26
1422, 0.47
1423, 0.26
1424, 0.26
1425, 0.26
1426, 0.47
1427, 0.47
1428, 0.26
1429, 0.26
1430, 0.47
1431, 0.47
1432, 0.26
1433, 0.26
1434, 0.47
1435, 0.47
1436, 0.47
1437, 0.47
1438, 0.32
1439, 0.47
1440, 0.26
1441, 0.39
1442, 0.47
1443, 0.26
1444, 0.47
1445, 0.26
1446, 0.47
1447, 0.26
1448, 0.26
1449, 0.32
1450, 0.31
1451, 0.47
1452, 0.47
1453, 0.40
1454, 0.47
1455, 0.26
1456, 0.47
1457, 0.47
1458, 0.47
1459, 0.26
1460, 0.26
1461, 0.26
1462, 0.47
1463, 0.26
1464, 0.26
1465, 0.26
1466, 0.47
1467, 0.26
1468, 0.26
1469, 0.26
1470, 0.47
1471, 0.26
1472, 0.26
1473, 0.26
1474, 0.47
1475, 0.26
1476, 0.30
1477, 0.26
1478, 0.26
1479, 0.26
1480, 0.47
1481, 0.26
1482, 0.26
1483, 0.47
1484, 0.47
1485, 0.26
1486, 0.26
1487, 0.47
1488, 0.26
1489, 0.47
1490, 0.26
1491, 0.47
1492, 0.26
1493, 0.47
1494, 0.47
1495, 0.26
1496, 0.26
1497, 0.26
1498, 0.26
1499, 0.26
1500, 0.47
1501, 0.47
1502, 0.26
1503, 0.47
1504, 0.47
1505, 0.32
1506, 0.26
1507, 0.26
1508, 0.26
1509, 0.47
1510, 0.47
1511, 0.47
1512, 0.47
1513, 0.47
1514, 0.26
1515, 0.26
1516, 0.26
1517, 0.27
1518, 0.47
1519, 0.27
1520, 0.47
1521, 0.26
1522, 0.26
1523, 0.36
1524, 0.26
1525, 0.26
1526, 0.26
1527, 0.26
1528, 0.26
1529, 0.47
1530, 0.26
1531, 0.47
1532, 0.47
1533, 0.26
1534, 0.26
1535, 0.47
1536, 0.47
1537, 0.26
1538, 0.26
1539, 0.26
1540, 0.47
1541, 0.26
1542, 0.26
1543, 0.26
1544, 0.47
1545, 0.26
1546, 0.26
1547, 0.26
1548, 0.26
1549, 0.26
1550, 0.26
1551, 0.47
1552, 0.26
1553, 0.32
1554, 0.26
1555, 0.26
1556, 0.26
1557, 0.26
1558, 0.26
1559, 0.26
1560, 0.26
1561, 0.26
1562, 0.26
1563, 0.26
1564, 0.26
1565, 0.26
1566, 0.26
1567, 0.47
1568, 0.38
1569, 0.47
1570, 0.26
1571, 0.23
1572, 0.26
1573, 0.26
1574, 0.47
1575, 0.26
1576, 0.26
1577, 0.26
1578, 0.47
1579, 0.26
1580, 0.47
1581, 0.47
1582, 0.26
1583, 0.47
1584, 0.26
1585, 0.47
1586, 0.26
1587, 0.26
1588, 0.26
1589, 0.47
1590, 0.47
1591, 0.26
1592, 0.27
1593, 0.26
1594, 0.26
1595, 0.26
1596, 0.47
1597, 0.26
1598, 0.26
1599, 0.47
1600, 0.47
1601, 0.47
1602, 0.26
1603, 0.47
1604, 0.26
1605, 0.26
1606, 0.47
1607, 0.47
1608, 0.26
1609, 0.26
1610, 0.47
1611, 0.26
1612, 0.47
1613, 0.26
1614, 0.40
1615, 0.47
1616, 0.47
1617, 0.26
1618, 0.26
1619, 0.26
1620, 0.26
1621, 0.47
1622, 0.26
1623, 0.47
1624, 0.26
1625, 0.32
1626, 0.26
1627, 0.26
1628, 0.47
1629, 0.47
1630, 0.47
1631, 0.26
1632, 0.26
1633, 0.47
1634, 0.36
1635, 0.26
1636, 0.23
1637, 0.47
1638, 0.47
1639, 0.26
1640, 0.26
1641, 0.47
1642, 0.26
1643, 0.26
1644, 0.47
1645, 0.47
1646, 0.47
1647, 0.47
1648, 0.47
1649, 0.47
1650, 0.26
1651, 0.26
1652, 0.32
1653, 0.47
1654, 0.47
1655, 0.47
1656, 0.26
1657, 0.47
1658, 0.26
1659, 0.26
1660, 0.33
1661, 0.26
1662, 0.40
1663, 0.26
1664, 0.26
1665, 0.26
1666, 0.26
1667, 0.46
1668, 0.47
1669, 0.47
1670, 0.26
1671, 0.26
1672, 0.47
1673, 0.47
1674, 0.26
1675, 0.47
1676, 0.26
1677, 0.47
1678, 0.47
1679, 0.26
1680, 0.26
1681, 0.47
1682, 0.47
1683, 0.47
1684, 0.26
1685, 0.47
1686, 0.47
1687, 0.47
1688, 0.47
1689, 0.26
1690, 0.47
1691, 0.26
1692, 0.47
1693, 0.47
1694, 0.26
1695, 0.26
1696, 0.47
1697, 0.26
1698, 0.26
1699, 0.26
1700, 0.26
1701, 0.26
1702, 0.47
1703, 0.26
1704, 0.26
1705, 0.47
1706, 0.47
1707, 0.47
1708, 0.32
1709, 0.26
1710, 0.47
1711, 0.47
1712, 0.47
1713, 0.26
1714, 0.47
1715, 0.47
1716, 0.47
1717, 0.47
1718, 0.40
1719, 0.47
1720, 0.26
1721, 0.47
1722, 0.47
1723, 0.47
1724, 0.47
1725, 0.47
1726, 0.47
1727, 0.26
1728, 0.26
1729, 0.47
1730, 0.47
1731, 0.26
1732, 0.26
1733, 0.26
1734, 0.47
1735, 0.47
1736, 0.32
1737, 0.26
1738, 0.47
1739, 0.47
1740, 0.47
1741, 0.47
1742, 0.26
1743, 0.47
1744, 0.47
1745, 0.47
1746, 0.26
1747, 0.26
1748, 0.47
1749, 0.47
1750, 0.26
1751, 0.32
1752, 0.47
1753, 0.47
1754, 0.26
1755, 0.26
1756, 0.47
1757, 0.26
1758, 0.26
1759, 0.26
1760, 0.26
1761, 0.26
1762, 0.26
1763, 0.26
1764, 0.26
1765, 0.47
1766, 0.47
1767, 0.26
1768, 0.26
1769, 0.26
1770, 0.26
1771, 0.47
1772, 0.47
1773, 0.26
1774, 0.47
1775, 0.47
1776, 0.47
1777, 0.26
1778, 0.26
1779, 0.26
1780, 0.47
1781, 0.26
1782, 0.47
1783, 0.29
1784, 0.32
1785, 0.26
1786, 0.47
1787, 0.26
1788, 0.26
1789, 0.26
1790, 0.26
1791, 0.30
1792, 0.26
1793, 0.26
1794, 0.26
1795, 0.26
1796, 0.32
1797, 0.47
1798, 0.26
1799, 0.26
1800, 0.26
1801, 0.26
1802, 0.26
1803, 0.47
1804, 0.26
1805, 0.26
1806, 0.26
1807, 0.26
1808, 0.47
1809, 0.47
1810, 0.26
1811, 0.26
1812, 0.47
1813, 0.26
1814, 0.47
1815, 0.26
1816, 0.27
1817, 0.34
1818, 0.32
1819, 0.26
1820, 0.47
1821, 0.47
1822, 0.47
1823, 0.26
1824, 0.47
1825, 0.47
1826, 0.26
1827, 0.47
1828, 0.26
1829, 0.26
1830, 0.32
1831, 0.47
1832, 0.26
1833, 0.26
1834, 0.46
1835, 0.26
1836, 0.26
1837, 0.47
1838, 0.47
1839, 0.47
1840, 0.32
1841, 0.47
1842, 0.26
1843, 0.47
1844, 0.32
1845, 0.47
1846, 0.47
1847, 0.26
1848, 0.47
1849, 0.47
1850, 0.47
1851, 0.32
1852, 0.47
1853, 0.47
1854, 0.26
1855, 0.47
1856, 0.47
1857, 0.47
1858, 0.47
1859, 0.47
1860, 0.26
1861, 0.26
1862, 0.30
1863, 0.47
1864, 0.26
1865, 0.26
1866, 0.26
1867, 0.26
1868, 0.32
1869, 0.47
1870, 0.26
1871, 0.26
1872, 0.26
